#,Title,URL,Published At
22,'I've never seen that before!' - Frustrated Rashid throws bat,https://www.bbc.com/sport/cricket/videos/c988ql1j5d8o,2024-06-25T09:01:34Z
23,Who were the Razakars and why are they central to Bangladesh protests?,https://www.aljazeera.com/news/2024/7/22/who-were-the-razakars-and-why-are-they-central-to-bangladesh-protests,2024-07-22T08:47:19Z
24,Dozens wounded as Bangladesh students protest government job quotas,https://www.aljazeera.com/program/newsfeed/2024/7/16/dozens-wounded-as-bangladesh-students-protest-government-job-quotas,2024-07-16T11:09:41Z
25,"Floods kill nine in India and Bangladesh, millions affected",https://phys.org/news/2024-07-india-bangladesh-millions-affected.html,2024-07-04T08:00:37Z
26,Dozens wounded as students protest government job quotas in Bangladesh,https://www.aljazeera.com/news/2024/7/15/dozens-wounded-as-students-protest-government-job-quotas-in-bangladesh,2024-07-15T16:09:29Z
27,Bangladesh imposes shutdown as death toll from student protests mounts,https://www.aljazeera.com/news/2024/7/20/bangladesh-imposes-shutdown-as-death-toll-from-student-protests-mounts,2024-07-20T12:29:06Z
28,"Bangladesh imposes curfew, deploys army as job quota protests continue",https://www.aljazeera.com/news/2024/7/19/bangladesh-imposes-curfew-deploys-army-as-job-quota-protests-continue,2024-07-19T20:41:18Z
29,Video: Bangladesh police detain imam leading funeral prayers,https://www.aljazeera.com/program/newsfeed/2024/7/18/video-bangladesh-police-detain-imam-leading-funeral-prayers,2024-07-18T11:36:18Z
30,"Bangladesh student protests over jobs escalate, telecoms disrupted",https://www.aljazeera.com/news/2024/7/19/bangladesh-student-protests-over-jobs-escalate-telecoms-disrupted,2024-07-19T07:37:31Z
31,"Bangladesh students defy orders, occupy universities as tensions spiral",https://www.aljazeera.com/news/2024/7/17/bangladesh-students-defy-orders-occupy-universities-as-tensions-spiral,2024-07-17T12:50:27Z
32,Bangladesh calm after top court scraps job quotas,https://www.aljazeera.com/gallery/2024/7/22/bangladesh-calm-after-top-court-scraps-job-quotas,2024-07-22T12:03:04Z
33,"‘It’s war now’: As Bangladesh quota protests escalate, what’s next?",https://www.aljazeera.com/news/2024/7/19/its-war-now-as-bangladesh-quota-protests-escalate-whats-next,2024-07-19T11:23:30Z
34,How peaceful Bangladesh quota protests morphed into nationwide unrest,https://www.aljazeera.com/news/2024/7/21/how-peaceful-bangladesh-quota-protests-morphed-into-nationwide-unrest,2024-07-21T15:24:02Z
35,Bangladesh bans rallies as violent protests spiral out of control,https://www.aljazeera.com/gallery/2024/7/19/bangladesh-bans-rallies-as-violent-protests-spiral-out-of-control,2024-07-19T11:36:06Z
36,Bangladesh cuts mobile internet as student protests over jobs intensify,https://www.aljazeera.com/news/2024/7/18/bangladesh-cuts-mobile-internet-as-student-protests-over-jobs-intensify,2024-07-18T11:23:02Z
37,"Bangladesh, protests are no longer about the quota system",https://www.aljazeera.com/opinions/2024/7/23/bangladesh-protests-are-no-longer-about-the-quota-system,2024-07-23T12:10:47Z
38,Kenya’s catastrophic flooding is a tragic reminder that it’s time to rethink how aid is delivered,https://www.fastcompany.com/91146390/kenya-catastrophic-flooding-local-groups,2024-06-26T08:00:00Z
39,Election fallout: deep shifts in Muslim and Jewish voting,https://www.bbc.com/news/articles/c3g37mk7vxlo,2024-07-07T00:09:25Z
40,What’s behind Bangladesh’s violent quota protests?,https://www.aljazeera.com/news/2024/7/16/whats-behind-bangladeshs-violent-quota-protests,2024-07-16T14:00:51Z
41,At least one student killed during anti-quota protests in Bangladesh,https://www.aljazeera.com/news/2024/7/16/at-least-one-student-killed-during-anti-quota-protests-in-bangladesh,2024-07-16T13:37:31Z
42,‘We sought rights’: Bangladesh on edge after quota protest turns violent,https://www.aljazeera.com/features/2024/7/16/we-sought-rights-bangladesh-on-edge-after-quota-protest-turns-violent,2024-07-16T12:03:37Z
43,Student protests over Bangladesh job quota leave at least 100 injured,https://www.aljazeera.com/gallery/2024/7/16/dozens-injured-in-bangladesh-clashes-as-students-protest-against-job-quotas,2024-07-16T07:21:09Z
44,Police fire tear gas as Bangladesh protests against job quotas rage,https://www.aljazeera.com/news/2024/7/17/police-fire-tear-gas-as-bangladesh-protests-against-job-quotas-rage,2024-07-17T17:13:30Z
45,Who are the protesters demanding an end to job quotas in Bangladesh?,https://www.aljazeera.com/economy/2024/7/18/who-are-the-protesters-demanding-an-end-to-job-quotas-in-bangladesh,2024-07-18T07:15:25Z
46,T20 World Cup 2024 final: A look at Virat Kohli’s top limited-overs innings,https://www.aljazeera.com/sports/2024/6/28/t20-world-cup-final-five-of-virat-kohlis-finest-moments-for-india-cricket-south-africa,2024-06-28T13:53:38Z
47,UNICEF Delivers Relief And Protection To Children Caught In Bangladesh Floods,https://www.forbes.com/sites/unicefusa/2024/06/27/unicef-delivers-relief-and-protection-to-children-caught-in-bangladesh-floods/,2024-06-27T16:00:00Z
48,Fourteen killed in Nepal as monsoon rains cause flooding in South Asia,https://www.aljazeera.com/gallery/2024/7/7/fourteen-killed-in-nepal-as-monsoon-rains-cause-flooding-in-south-asia,2024-07-07T10:54:21Z
49,How The Other EV Transition — To E-bikes — Is Changing The World,https://www.techdirt.com/2024/07/17/how-the-other-ev-transition-to-e-bikes-is-changing-the-world/,2024-07-17T19:15:03Z
50,"China’s economic influence more welcome in poorer countries, poll finds",https://www.aljazeera.com/economy/2024/7/11/chinas-economic-influence-more-welcome-in-poorer-countries-poll-finds,2024-07-11T05:36:47Z
51,Can digital payments help countries adapt to climate change?,https://phys.org/news/2024-07-digital-payments-countries-climate.html,2024-07-16T16:16:05Z
52,The 2024 Largest Cities in the World by Population,https://www.archdaily.com/1018730/the-2024-largest-cities-in-the-world-by-population,2024-07-11T06:30:00Z
53,Bangladesh Issues 'Shoot-On-Sight-Order' As Deadly Student-Led Protests Spiral,https://biztoc.com/x/bf4f9fd9ffd1e1d5,2024-07-20T21:06:03Z
54,Bangladesh: Nearly 200 Dead Under The Cover Of Internet Censorship,https://www.forbes.com/sites/digital-assets/2024/07/23/bangladesh-nearly-200-dead-under-the-cover-of-internet-censorship/,2024-07-23T19:58:00Z
55,UAE hands 57 Bangladeshis long-term jail terms for protests,https://www.aljazeera.com/news/2024/7/22/uae-hands-57-bangladeshis-long-term-jail-terms-for-protests,2024-07-22T13:29:10Z
56,‘Bonjour Tristesse’ Starring Chloë Sevigny to Open TIFF’s Discovery Program,https://www.indiewire.com/news/festivals/tiff-2024-discovery-program-lineup-1235029046/,2024-07-24T14:00:00Z
57,World Cup glory a vindication for India cricket legends,https://www.bbc.com/news/articles/c3ge87ew7kyo,2024-07-01T09:38:48Z
58,Rohingya ‘genocide intensifying’ as war rages in Myanmar’s Rakhine: BROUK,https://www.aljazeera.com/news/2024/6/26/rohingya-genocide-intensifying-as-war-rages-in-myanmars-rakhine-brouk,2024-06-26T06:06:50Z
59,"T20 World Cup 2024 semifinals: Teams, dates, venues, weather, conditions",https://www.aljazeera.com/sports/2024/6/25/t20-world-cup-2024-semifinals,2024-06-25T08:07:16Z
60,Afghanistan erupts in celebration as team reaches T20 World Cup semifinal,https://www.aljazeera.com/sports/2024/6/25/afghanistan-erupts-in-celebration-as-team-reaches-t20-world-cup-semifinal,2024-06-25T11:40:46Z
61,TIFF 2024: Laura Carreira’s ‘On Falling’ & ‘Bonjour Tristesse’ Starring Chloë Sevigny Among Titles Set For Discovery Sidebar,http://deadline.com/2024/07/tiff-2024-discovery-laura-carreira-on-falling-bonjour-tristesse-chloe-sevigny-1236019758/,2024-07-24T14:00:00Z
62,"Bangladesh to impose curfew, deploy army as protests widen, communications disrupted",https://economictimes.indiatimes.com/news/international/world-news/bangladesh-to-impose-curfew-deploy-army-as-protests-widen-communications-disrupted/articleshow/111870683.cms,2024-07-19T18:50:39Z
63,Nation-State Actors Targeting Software Supply Chain via GitHub [2023),https://panther.com/blog/nation-state-actors-targeting-software-supply-chain-via-github/,2024-07-17T16:44:23Z
64,Photos: Muslims worldwide mark Ashura,https://www.aljazeera.com/gallery/2024/7/16/photos-muslims-worldwide-mark-ashura,2024-07-16T16:13:17Z
65,Telecoms cut in Bangladesh as deadly protests over government jobs escalate,https://www.cbc.ca/news/world/bangladesh-jobs-protests-telecoms-cut-1.7268940,2024-07-19T13:57:40Z
66,How Access To Food For Survivors Of Genocide Is The First Step To Dignity,https://www.forbes.com/sites/valentinadidonato/2024/07/05/how-access-to-food-for-survivors-of-genocide-is-the-first-step-to-dignity/,2024-07-05T17:36:14Z
67,England beat New Zealand to end home summer undefeated,https://www.bbc.com/sport/cricket/articles/c4ng9d8e3y0o,2024-07-17T20:20:24Z
68,Links 7/23/2024,https://www.nakedcapitalism.com/2024/07/links-7-23-2024.html,2024-07-23T10:55:07Z
69,[Removed],https://removed.com,1970-01-01T00:00:00Z
70,"Afghanistan vs South Africa – T20 World Cup semifinal: Weather, pitch, toss",https://www.aljazeera.com/sports/2024/6/26/afghanistan-vs-south-africa-t20-world-cup-semifinal-weather-pitch-toss,2024-06-26T07:58:33Z
71,The Countries and States That Laugh the Most—and Least!—Online (With Maps),https://www.mentalfloss.com/posts/countries-states-that-laugh-the-most-online,2024-07-12T19:16:00Z
72,More Kenyan police deploy to tackle Haiti violence,https://www.aljazeera.com/gallery/2024/7/17/more-kenyan-police-deploy-to-tackle-haiti-violence,2024-07-17T08:04:15Z
73,Taskin: 'Haven't seen such a bad patch from Bangladesh batters in 10 years',https://www.espncricinfo.com/story/t20-world-cup-2024-taskin-ahmed-havent-seen-such-a-bad-patch-from-bangladesh-batters-in-10-years-1441326,2024-06-28T10:17:11Z
74,"Bangladesh: 174 Killed, 2,500 Arrests in Student-Led Protests over Jobs, Inequality & Corruption",https://www.democracynow.org/2024/7/23/bangladesh_student_protests,2024-07-23T12:45:43Z
75,"The world’s fact-checkers affirm fact-checking as essential to free speech because it requires openness, transparency and preservation of information",https://www.poynter.org/ifcn/2024/global-fact-statement-sarajevo/,2024-06-25T19:00:58Z
76,Taskin Ahmed on missing team bus for India game: 'Not as if they didn't pick me because I arrived late',https://www.espncricinfo.com/story/t20-world-cup-2024-bangladesh-fast-bowler-taskin-ahmed-says-he-was-not-dropped-for-india-game-for-arriving-late-1441955,2024-07-02T17:54:52Z
77,Spectacular Black And White-Winning Photos From The 35 Photography Awards,https://designyoutrust.com/2024/06/spectacular-black-and-white-winning-photos-from-the-35-photography-awards/,2024-06-25T18:50:03Z
78,China and Bangladesh reaffirm their ties as territorial and economic issues rise in region,https://finance.yahoo.com/news/china-bangladesh-reaffirm-ties-territorial-082728969.html,2024-07-10T08:27:28Z
79,Rashid: 'A dream for us to be in the semi-final',https://www.espncricinfo.com/story/t20-world-cup-2024-rashid-khan-a-dream-for-us-to-be-in-the-semi-final-1440844,2024-06-25T06:31:15Z
80,"India vs South Africa – ICC T20 World Cup 2024 final: Teams, weather, pitch",https://www.aljazeera.com/sports/2024/6/28/india-vs-south-africa-icc-t20-world-cup-2024-final-teams-weather-pitch,2024-06-28T16:24:25Z
81,Dozens killed in Bangladesh amid student protests,https://www.rt.com/news/601320-dozens-killed-in-bangladesh-protests/,2024-07-19T09:52:47Z
82,Bangladesh suspends internet after 28 killed in deadly protests,https://www.nbcnews.com/news/world/bangladesh-suspends-internet-28-killed-deadly-protests-government-jobs-rcna162665,2024-07-19T09:18:01Z
83,Bangladesh army enforces curfew as student-led protests spiral,https://www.nbcnews.com/news/world/bangladesh-army-enforces-curfew-student-led-protests-spiral-rcna162821,2024-07-20T08:13:33Z
84,Gulbadin Naib's apparent cramp comes under scrutiny,https://www.espncricinfo.com/story/gulbadin-naibs-apparent-cramp-comes-under-scrutiny-1440831,2024-06-25T05:04:17Z
85,"As Protests Erupt, a Rocky Start to Sheikh Hasina’s Fourth Consecutive Term",https://thediplomat.com/2024/07/as-protests-erupt-a-rocky-start-to-sheikh-hasinas-fourth-consecutive-term/,2024-07-18T13:17:50Z
86,How Hardik Pandya turned boos into cheers in India’s T20 World Cup 2024 run,https://www.aljazeera.com/sports/2024/6/27/hardik-pandya-india-t20-world-cup-2024-semifinal-boos-crowd-ipl-form,2024-06-27T09:44:12Z
87,"Thailand bat, Jesmin debuts for Bangladesh",https://www.espncricinfo.com/series/women-s-asia-cup-2024-1426636/bangladesh-women-vs-thailand-women-8th-match-group-b-1426763/match-report,2024-07-22T13:37:42Z
88,[Removed],https://removed.com,1970-01-01T00:00:00Z
89,Deadly unrest over job quotas grips Bangladesh,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_f07466d6-4071-417d-983f-627be8d940a8,2024-07-17T01:00:53Z
90,"Bangladesh arrest total approaches 1,200: AFP tally",https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_6955f80c-ad33-49e1-bfb8-890f90bbe233,2024-07-23T04:33:02Z
91,Massive floods affect millions across South Asia,https://www.bbc.com/news/articles/cw0y6wwn9yyo?xtor=AL-72-%5Bpartner%5D-%5Byahoo.north.america%5D-%5Bheadline%5D-%5Bnews%5D-%5Bbizdev%5D-%5Bisapi%5D,2024-07-08T05:30:56Z
92,"Afghanistan Is A Cricket Fairytale, But Women’s Team Uncertainty Hovers",https://www.forbes.com/sites/tristanlavalette/2024/06/26/afghanistan-is-a-cricket-fairytale-but-womens-team-uncertainty-hovers/,2024-06-26T14:43:42Z
93,Bangladesh PM blames political foes for violence,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_e32724d0-8145-4efd-a2e8-3ea0d6cbb3ae,2024-07-23T05:16:06Z
94,[Removed],https://removed.com,1970-01-01T00:00:00Z
95,U.S. State Department raises travel advisory for Bangladesh amid unrest,https://www.cbsnews.com/news/bangladesh-united-states-travel-advisory-threat-civil-unrest-protests/,2024-07-20T14:45:26Z
96,Can India win the ICC T20 World Cup 2024 final for Virat ‘King’ Kohli?,https://www.aljazeera.com/sports/2024/6/29/will-india-win-the-icc-t20-world-cup-2024-and-lift-virat-king-kohli,2024-06-29T07:53:03Z
97,BCB asks Afghanistan board to postpone next month's white-ball series,https://www.espncricinfo.com/story/bangladesh-asks-afghanistan-board-to-postpone-next-month-s-white-ball-series-1440784,2024-06-24T20:13:04Z
98,Former Bangladesh batter Nafees Iqbal suffers brain haemorrhage,https://www.espncricinfo.com/story/former-bangladesh-batter-nafees-iqbal-suffers-brain-haemorrhage-1442290,2024-07-05T17:10:36Z
99,[Removed],https://removed.com,1970-01-01T00:00:00Z
