Title,URL,Published At
The Top 5 Prime Day Kindle Deals—Plus More Amazon Devices (2024),https://www.wired.com/story/prime-day-kindle-amazon-device-deals-2024-1/,2024-07-17T11:10:44Z
The Top 5 Prime Day Deals on Amazon Kindles and Devices (2024),https://www.wired.com/story/prime-day-kindle-amazon-device-deals-2024/,2024-07-16T08:52:33Z
Best Prime Day Toy Deals on Board Games and Legos (2024),https://www.wired.com/story/amazon-prime-day-toy-game-deals-1/,2024-07-17T12:57:25Z
Reid Hoffman Hasn't Given Up on Biden Just Yet,https://www.wired.com/story/joe-biden-silicon-valley/,2024-07-11T11:30:00Z
Cable management and other tips for planning a new workspace,https://www.theverge.com/24181347/cable-management-desks-home-office-pc-laptop,2024-07-12T12:00:00Z
RFK Jr. Says ‘I Won’t Take Sides on 9/11’ in Bizarre Nod to Conspiracy Theorists,https://gizmodo.com/rfk-jr-says-i-wont-take-sides-on-9-11-in-bizarre-nod-to-conspiracy-theorists-2000377028,2024-07-05T19:15:23Z
29 Best Early Amazon Prime Day Deals (2024),https://www.wired.com/story/best-early-amazon-prime-day-deals-2024-1/,2024-07-15T21:36:34Z
How to Properly Archive Your Digital Files,https://www.wired.com/story/how-to-properly-archive-your-digital-files/,2024-07-14T12:00:00Z
"AT&T Paid a Hacker $370,000 to Delete Stolen Phone Records",https://www.wired.com/story/atandt-paid-hacker-300000-to-delete-stolen-call-records/,2024-07-14T17:57:27Z
"Step Aside, Deadpool & Wolverine, the Real Heir to the Dune Popcorn Bucket Is Here",https://gizmodo.com/alien-romulus-popcorn-bucket-dune-deadpool-wolverine-2000476040,2024-07-17T22:00:42Z
Joe Biden Tests Negative for Covid as Conspiracies About His Death Run Rampant,https://gizmodo.com/joe-biden-tests-negative-for-covid-as-conspiracies-about-his-death-run-rampant-2000478025,2024-07-23T19:05:12Z
Gaze Into the Horrifying Eyes of M3GAN 2.0’s Robot Skeleton,https://gizmodo.com/gaze-into-the-horrifying-eyes-of-m3gan-2-0s-robot-skeleton-2000474074,2024-07-16T20:00:28Z
"Flatliners Will Spring to Life Yet Again, as a Book",https://gizmodo.com/flatliners-resurrection-novel-jd-barker-2000476608,2024-07-21T14:30:44Z
The best Apple deals available for Amazon Prime Day 2024,https://www.theverge.com/24196778/amazon-prime-day-apple-deals-airpods-watch-ipad-macbook-2024,2024-07-16T14:48:51Z
Which Samsung Galaxy Buds 3 Model Is Right For You?,https://gizmodo.com/which-samsung-galaxy-buds-3-are-right-for-you-2000470074,2024-07-13T12:00:27Z
"Faster-Than-Light Particle Fits With Special Theory of Relativity, Physicists Say",https://gizmodo.com/faster-than-light-particle-fits-with-special-theory-of-relativity-physicists-say-2000469803,2024-07-12T17:40:32Z
San Diego Comic-Con Is Coming Soon—Here’s All the Geeky Gear You Need,https://gizmodo.com/san-diego-comic-con-travel-guide-sdcc-2024-2000376637,2024-07-03T22:30:26Z
Former Trump Advisors Want the U.S. to Start Testing Nukes Again,https://gizmodo.com/former-trump-advisors-want-the-u-s-to-start-testing-nukes-again-2000376935,2024-07-05T17:56:52Z
"Hot Damn, That Was a Spicy House of the Dragon",https://gizmodo.com/house-of-the-dragon-season-2-episode-6-rhaenyra-mysaria-2000477022,2024-07-22T14:00:45Z
Sunak names new top team as Lord Cameron resigns,https://www.bbc.com/news/articles/crgm3g37klko,2024-07-08T19:55:44Z
Health body explores whether single women could get IVF on NHS,https://www.bbc.com/news/articles/c0w4d21yz73o,2024-07-15T21:53:31Z
"Fall after fall - care home accused of neglect as BBC finds 2,500 need improvement",https://www.bbc.com/news/articles/c4ngegrlwvgo,2024-07-09T00:02:18Z
The Samsung Galaxy Ring Reminds Me Why I Don’t Like Wearing Rings,https://gizmodo.com/the-samsung-galaxy-ring-reminds-me-why-i-dont-like-wearing-rings-2000395251,2024-07-10T13:05:50Z
The Acolyte Finale’s Wildest Cameo Is Who You Think It Is,https://gizmodo.com/star-wars-acolyte-darth-plagueis-explained-confirmed-2000476025,2024-07-17T23:00:41Z
Astro Bot Is the Mascot Game PlayStation Needs Right Now,https://gizmodo.com/astro-bot-is-the-mascot-playstation-needs-right-now-2000475838,2024-07-18T10:30:36Z
Meta Reportedly Unhappy With How Much Money Its VR Division Burns,https://gizmodo.com/meta-reportedly-unhappy-with-how-much-money-its-vr-division-burns-2000476495,2024-07-18T20:35:53Z
We May Finally See a Foldable iPhone in 2026,https://gizmodo.com/we-may-finally-see-a-foldable-iphone-in-2026-2000478019,2024-07-23T19:00:42Z
Zuckerberg Confirms New Meta AR Glasses Are Coming This Year,https://gizmodo.com/zuckerberg-confirms-new-meta-ar-glasses-are-coming-this-year-2000477320,2024-07-22T14:35:23Z
The Coolest Exclusive Toys and Collectibles at San Diego Comic-Con 2024,https://gizmodo.com/san-diego-comic-con-2024-exclusives-2000477461,2024-07-22T19:50:05Z
Batman Ninja’s Sequel Brings His Coworkers Along For the Anime Ride,https://gizmodo.com/batman-ninja-yakuza-league-teaser-2000377267,2024-07-07T18:50:47Z
Samsung Is Already Taking Shots at Apple Watch’s Blood Oxygen Woes,https://gizmodo.com/samsung-is-already-taking-shots-at-apple-watchs-blood-oxygen-woes-2000377425,2024-07-08T15:20:28Z
Nothing Removes CMF Phone 1’s X-Ray Capabilities,https://gizmodo.com/nothing-removes-cmf-phone-1s-x-ray-capabilities-2000476215,2024-07-18T15:05:52Z
This Week’s Evil Revealed What Happens if You Baptize the Antichrist,https://gizmodo.com/this-weeks-evil-revealed-what-happens-if-you-baptize-the-antichrist-2000469495,2024-07-12T16:00:47Z
Republican Senator Duped by Jimmy Carter Death Hoax That’s Filled With Jokes,https://gizmodo.com/republican-senator-duped-by-jimmy-carter-death-hoax-thats-filled-with-jokes-2000477909,2024-07-23T16:45:33Z
Some Apple Intelligence Features Likely to Require Paid Subscription,https://www.macrumors.com/2024/07/01/apple-intelligence-features-likely-paid-sub/,2024-07-01T10:51:36Z
Common blood-thinning drug neutralises cobra venom,https://www.bbc.com/news/articles/cv2gwv284y1o,2024-07-17T18:15:42Z
India preacher denies blame for deaths in crush,https://www.bbc.com/news/articles/c2lk5q27jd4o,2024-07-04T09:28:27Z
GPs turn patients away as global IT issues hit Wales,https://www.bbc.com/news/articles/ce93klp746po,2024-07-19T10:42:16Z
Japan declares victory in 'war' on floppy disks,https://www.bbc.com/news/articles/cx82407j1v3o,2024-07-04T05:19:38Z
"Who is Kamala Harris, the VP who now has Biden's endorsement?",https://www.bbc.com/news/articles/c2501n5rvvno,2024-07-21T18:53:50Z
It's been an election of disputed claims - BBC Verify has fact-checked them,https://www.bbc.com/news/articles/cley43870l1o,2024-07-02T17:16:54Z
How social media is making young people accidental election influencers,https://www.bbc.com/news/articles/cd1rl6p5p32o,2024-06-28T13:12:03Z
Election fallout: deep shifts in Muslim and Jewish voting,https://www.bbc.com/news/articles/c3g37mk7vxlo,2024-07-07T00:09:25Z
Hollywood's Democratic donors turn away from Biden,https://www.bbc.com/news/articles/c84j12xxz8jo,2024-07-12T02:41:09Z
Will today be the hottest day of the year so far?,https://www.bbc.com/weather/articles/cn07jrm86l4o,2024-07-19T10:25:07Z
Will economic improvements in some counties influence voters?,https://www.npr.org/2024/07/09/nx-s1-5032821/will-economic-improvements-in-some-counties-influence-voters,2024-07-09T07:51:33Z
Supreme Court says prosecutors improperly charged some Jan. 6 defendants,https://www.npr.org/2024/06/14/nx-s1-5005999/supreme-court-jan-6-prosecutions,2024-06-28T14:58:41Z
"Latest MySQL Release is Underwhelming, Say Some DB Experts",https://developers.slashdot.org/story/24/07/16/1535251/latest-mysql-release-is-underwhelming-say-some-db-experts,2024-07-16T16:05:00Z
Latest Solar Outburst Could Trigger Auroras Over New York and Other States on Wednesday,https://gizmodo.com/latest-solar-outburst-could-trigger-auroras-over-new-york-and-other-states-on-wednesday-2000477588,2024-07-23T13:55:40Z
"Jon Landau, Producer of Avatar, Has Died at Age 63",https://gizmodo.com/jon-landau-obituary-producer-fox-avatar-titanic-2000377246,2024-07-06T19:50:01Z
The first US presidential debate will have some noticeable differences,https://www.businessinsider.com/first-presidential-debate-joe-biden-donald-trump-what-to-expect-2024-6,2024-06-27T11:53:29Z
Waymo's robotaxis are better than some San Francisco drivers,https://www.businessinsider.com/waymo-robotaxi-test-drive-san-francisco-2024-6,2024-07-07T13:57:02Z
Sony reveals the more vlogger-friendly ZV-E10 II,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_9d19e684-d785-407e-8270-09b4619990cf,2024-07-10T16:31:23Z
[Removed],https://removed.com,1970-01-01T00:00:00Z
[Removed],https://removed.com,1970-01-01T00:00:00Z
Volkswagen and Rivian agree to $5 billion partnership,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_50ce69b8-28ef-4bb7-8252-7870db1e78ba,2024-06-25T23:04:22Z
Raducanu dominates Sakkari to reach fourth round,https://www.bbc.com/sport/tennis/videos/cjjw24n005wo,2024-07-05T18:55:22Z
Putting Some Numbers on Your NEMAs,https://hackaday.com/2024/07/02/putting-some-numbers-on-your-nemas/,2024-07-02T20:00:33Z
[Removed],https://removed.com,1970-01-01T00:00:00Z
"The Morning After: AI models from Apple, NVIDIA and more were reportedly trained on YouTube videos",https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_b3aab536-debb-4884-979a-1b3ccaf3e4b1,2024-07-17T11:15:42Z
Pixel Buds Pro 2 leak claims some hot summer colors are on the way,https://www.androidcentral.com/accessories/earbuds/pixel-buds-pro-2-summer-vibe-colors-leak,2024-07-10T17:20:03Z
Score Some Extra Storage With 44% Off an SK Hynix SSD Before Prime Day,https://www.cnet.com/deals/score-some-extra-storage-with-44-off-an-sk-hynix-ssd-before-prime-day/,2024-07-15T15:27:00Z
Tinder's new AI will pick your most attractive photos for you,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_06917745-68c0-484f-9884-18c7e10c4d28,2024-07-17T10:00:20Z
[Removed],https://removed.com,1970-01-01T00:00:00Z
Google is making some serious changes to TV shows on Google TV,https://www.androidcentral.com/streaming-tv/google-tv-removes-ability-to-purchase-tv-shows,2024-07-23T18:47:34Z
Netflix is cutting its cheapest ad-free plan for some users,https://www.androidcentral.com/streaming-tv/netflix-cuts-cheapest-ad-free-plan-for-some,2024-07-02T22:25:33Z
YouTube is testing a new way for fans to show some love to their favorite channels,https://www.androidcentral.com/apps-software/youtube-is-testing-a-new-way-for-fans-to-show-some-love-to-their-favorite-channels,2024-06-26T05:29:59Z
The best Amazon Prime Day deals on kitchen tech we've tested in 2024,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_f2e68b08-b36c-49fb-85c2-fb72579a93cb,2024-07-16T15:30:30Z
Get Yourself Some Galaxy Buds 2 Pro at a 48% Discount Ahead of Prime Day,https://www.cnet.com/deals/get-yourself-some-galaxy-buds-2-pro-at-a-48-discount-ahead-of-prime-day/,2024-07-15T13:37:00Z
"Google Play Store Finally Raises Its App Standards, Apps Have to Actually Work",https://gizmodo.com/google-play-store-finally-raises-its-app-standards-apps-have-to-actually-work-2000477400,2024-07-22T18:00:35Z
Take a Look Inside Hellboy Creator Mike Mignola's Next Creepy Universe,https://gizmodo.com/mike-mignola-hellboy-bowling-with-corpses-new-universe-1851559217,2024-06-25T15:00:00Z
The Latest Threat to the Ozone Layer: Elon's Starlink Satellite Megaconstellation,https://gizmodo.com/starlink-satellite-megaconstellation-ozone-layer-threat-1851564732,2024-06-27T20:25:00Z
Tesla Recalls Cybertrucks Again,https://gizmodo.com/cybertruck-tesla-elon-musk-recall-windshield-wiper-1851559094,2024-06-25T14:40:00Z
Scary Turbulence Sends Man Flying Into Overhead Bin in Viral Video,https://gizmodo.com/turbulence-spain-uruguay-flying-overhead-bin-video-1851572852,2024-07-02T18:30:00Z
"Trump is distancing himself from Project 2025, but some in his circle have ties to it",https://www.npr.org/2024/07/11/nx-s1-5033006/trump-is-distancing-himself-from-project-2025-but-some-in-his-circle-have-ties-to-it,2024-07-11T21:03:14Z
"With a possible second Trump term looming, some DACA recipients are taking risks",https://www.npr.org/2024/07/07/nx-s1-4978795/with-a-possible-second-trump-term-looming-some-daca-recipients-are-taking-risks,2024-07-07T12:04:05Z
Biden campaigns in Pa. as some Democrats plead with him to consider dropping out,https://www.npr.org/2024/07/07/nx-s1-5032039/biden-campaigns-pennsylvania-democrats,2024-07-07T16:59:32Z
Nesting birds are preventing some people from being able to use their A/C units,https://www.npr.org/2024/07/04/nx-s1-5022846/nesting-birds-are-preventing-some-people-from-being-able-to-use-their-a-c-units,2024-07-04T22:00:13Z
Secret Service says full federal resources weren't given to Trump 'in some instances',https://www.npr.org/2024/07/21/nx-s1-5047837/secret-service-donald-trump-assassination-attempt,2024-07-21T17:58:32Z
"A discontinued asthma medication has patients scrambling, some to the ER",https://www.npr.org/sections/shots-health-news/2024/07/22/nx-s1-5042364/a-discontinued-asthma-medication-has-patients-scrambling-some-to-the-er,2024-07-22T09:00:00Z
"With a possible second Trump term looming, some DACA recipients are taking risks",https://www.npr.org/2024/07/07/nx-s1-4978795-e1/with-a-possible-second-trump-term-looming-some-daca-recipients-are-taking-risks,2024-07-08T00:53:21Z
"Some of Biden's campaign donors are withholding funds, calling for his replacement",https://www.npr.org/2024/07/10/nx-s1-5033984/some-of-bidens-campaign-donors-are-withholding-funds-calling-for-his-replacement,2024-07-10T20:53:29Z
South Korea's top court recognizes some rights for same-sex couples,https://www.npr.org/2024/07/18/nx-s1-5044564/south-korea-same-sex-couples-ruling-health-insurance,2024-07-18T15:29:16Z
Some student-loan borrowers might get debt cancellation now that a major forgiveness program is back,https://www.businessinsider.com/student-loan-forgiveness-borrowers-debt-cancellation-pslf-back-processing-applications-2024-7,2024-07-09T14:27:59Z
Some Biden allies are publicly upset and furious after he was pushed out of the race,https://www.businessinsider.com/some-biden-allies-publicly-upset-furious-he-was-forced-out-2024-7,2024-07-22T11:30:07Z
"You'll find ammo vending machines at some Alabama, Texas and Oklahoma grocery stores",https://www.npr.org/2024/07/10/nx-s1-5034202/youll-find-ammo-vending-machines-at-some-alabama-texas-and-oklahoma-grocery-stores,2024-07-10T22:07:40Z
"Research shows AI can boost creativity for some, but at a cost",https://www.npr.org/2024/07/12/nx-s1-5033988/research-ai-chatbots-creativity-writing,2024-07-12T18:00:04Z
Democrats plan a roll call vote for Biden this month. But some want to wait,https://www.npr.org/2024/07/16/nx-s1-5042423/democrats-roll-call-vote-biden,2024-07-16T21:27:43Z
